age_class,GESCHL,areaID,GEBSTAAT_OE,GEBSTAAT_EU,age,STAATB_OE,EDU_HAB_NAT,Beruf_cat1,Beruf_cat2,Beruf_cat3,Beruf_cat0,Nachtig_pEinw,Betriebe_pEinw,Betten_pEinw,einkommen,einkommen_q1_anteil,einkommen_q5_anteil,ASBESCH_pEinw1,ASBESCH_pEinw2,ASBESCH_pEinw3,ASUMS_pEinw1,ASUMS_pEinw2,ASUMS_pEinw3,Ankunft_pEinw_q1,Ankunft_pEinw_q2,Ankunft_pEinw_q3,Ankunft_pEinw_q4,G3_enc,weight,ID,strata
1,1,003,1,1,19,1,3,0,0,0,0,25,0.01,0.15,25785,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2330,11
1,1,003,1,1,18,1,2,0,0,0,0,25,0.01,0.15,39453,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2331,11
1,1,003,1,1,24,1,2,0,0,0,0,25,0.01,0.15,-373,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2332,11
1,1,003,1,1,22,1,1,0,0,0,0,25,0.01,0.15,-515,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2333,11
1,1,003,0,1,22,0,2,0,0,0,0,25,0.01,0.15,68628,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2334,11
1,1,003,1,1,21,1,2,0,0,0,0,25,0.01,0.15,2962,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2335,11
1,1,003,1,0,20,1,1,0,0,0,0,25,0.01,0.15,57272,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2336,11
1,1,003,0,1,19,1,2,0,0,0,0,25,0.01,0.15,71374,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2337,11
1,2,001,1,1,19,1,3,0,0,0,0,3,0.002,0.007,45578,0.17,0.16,0.008,0.015,0.009,0.12,0.6,0.2,0.2,0.4,0.8,0.2,,,2338,12
1,2,001,1,1,17,0,3,0,0,0,0,3,0.002,0.007,102459,0.17,0.16,0.008,0.015,0.009,0.12,0.6,0.2,0.2,0.4,0.8,0.2,,,2339,12
1,2,001,1,0,19,1,3,0,1,0,0,3,0.002,0.007,40768,0.17,0.16,0.008,0.015,0.009,0.12,0.6,0.2,0.2,0.4,0.8,0.2,,,2340,12
1,2,001,1,1,17,1,3,0,0,0,0,3,0.002,0.007,37827,0.17,0.16,0.008,0.015,0.009,0.12,0.6,0.2,0.2,0.4,0.8,0.2,,,2341,12
1,2,001,1,0,24,1,1,0,0,0,0,3,0.002,0.007,5141,0.17,0.16,0.008,0.015,0.009,0.12,0.6,0.2,0.2,0.4,0.8,0.2,,,2342,12
1,2,001,1,1,24,1,2,0,0,0,0,3,0.002,0.007,21977,0.17,0.16,0.008,0.015,0.009,0.12,0.6,0.2,0.2,0.4,0.8,0.2,,,2343,12
1,2,002,0,1,23,1,3,0,0,0,0,40,0.2,0.02,37475,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2344,12
1,2,002,1,0,19,1,2,0,0,0,0,40,0.2,0.02,62362,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2345,12
1,2,002,1,1,18,1,0,0,0,0,0,40,0.2,0.02,63008,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2346,12
1,2,002,0,1,23,1,3,0,0,0,0,40,0.2,0.02,87249,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2347,12
1,2,002,0,0,19,0,1,0,0,0,0,40,0.2,0.02,38284,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2348,12
1,2,002,1,1,18,0,2,0,0,0,0,40,0.2,0.02,81449,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2349,12
1,2,002,0,1,16,1,2,0,0,0,0,40,0.2,0.02,19217,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2350,12
1,2,002,1,1,16,1,2,0,0,0,0,40,0.2,0.02,11347,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2351,12
1,2,002,1,0,16,1,1,0,0,0,0,40,0.2,0.02,60254,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2352,12
1,2,002,1,1,20,1,1,0,0,0,0,40,0.2,0.02,44159,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2353,12
1,2,002,0,1,15,0,3,0,0,0,0,40,0.2,0.02,55515,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2354,12
1,2,002,1,1,17,1,2,0,0,0,0,40,0.2,0.02,29801,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2355,12
1,2,002,1,1,23,1,3,0,0,0,0,40,0.2,0.02,45759,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2356,12
1,2,002,1,1,21,1,1,0,0,0,0,40,0.2,0.02,87125,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2357,12
1,2,002,1,1,24,1,1,0,0,0,0,40,0.2,0.02,15777,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2358,12
1,2,002,1,1,23,1,2,1,0,0,0,40,0.2,0.02,73360,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2359,12
1,2,002,0,1,15,1,2,0,0,0,0,40,0.2,0.02,99642,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2360,12
1,2,002,1,1,21,1,1,0,0,0,0,40,0.2,0.02,18471,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2361,12
1,2,002,1,1,18,1,2,0,0,0,0,40,0.2,0.02,66938,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2362,12
1,2,002,1,1,19,1,1,0,0,0,0,40,0.2,0.02,92912,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2363,12
1,2,002,0,1,18,1,2,0,0,0,0,40,0.2,0.02,51710,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2364,12
1,2,002,1,1,16,1,2,0,0,0,0,40,0.2,0.02,69292,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2365,12
1,2,002,1,1,21,1,3,0,0,0,0,40,0.2,0.02,111836,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2366,12
1,2,002,1,1,17,1,1,0,0,0,0,40,0.2,0.02,-4545,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2367,12
1,2,002,1,1,23,1,2,0,0,0,0,40,0.2,0.02,46527,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2368,12
1,2,002,1,1,16,1,2,0,0,0,0,40,0.2,0.02,49115,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2369,12
1,2,002,0,1,17,1,3,0,0,0,0,40,0.2,0.02,15595,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2370,12
1,2,002,1,1,22,1,3,0,0,0,0,40,0.2,0.02,22418,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2371,12
1,2,002,1,1,18,1,3,0,0,0,0,40,0.2,0.02,14032,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2372,12
1,2,002,1,1,23,1,2,0,0,0,0,40,0.2,0.02,67644,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2373,12
1,2,002,1,1,22,1,2,0,0,0,0,40,0.2,0.02,73721,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2374,12
1,2,002,1,1,16,1,2,0,0,0,1,40,0.2,0.02,14292,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2375,12
1,2,002,1,1,16,0,2,0,0,0,0,40,0.2,0.02,53004,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2376,12
1,2,002,1,0,23,0,2,0,0,0,0,40,0.2,0.02,91052,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2377,12
1,2,002,1,1,19,0,2,0,0,0,0,40,0.2,0.02,-30178,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2378,12
1,2,002,1,1,15,1,1,0,0,0,0,40,0.2,0.02,40104,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2379,12
1,2,002,1,1,16,1,3,0,0,0,0,40,0.2,0.02,45206,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2380,12
1,2,002,1,1,18,1,3,0,0,0,0,40,0.2,0.02,24844,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2381,12
1,2,002,0,1,19,1,3,0,0,0,0,40,0.2,0.02,70326,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2382,12
1,2,002,1,0,17,0,1,0,0,0,0,40,0.2,0.02,29788,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2383,12
1,2,002,1,1,18,0,2,0,0,0,0,40,0.2,0.02,2832,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2384,12
1,2,002,1,1,21,1,3,0,0,0,0,40,0.2,0.02,43079,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2385,12
1,2,002,1,1,22,1,3,0,0,0,0,40,0.2,0.02,95896,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2386,12
1,2,002,0,1,16,1,2,0,0,0,0,40,0.2,0.02,25297,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2387,12
1,2,002,1,1,21,1,3,0,0,0,0,40,0.2,0.02,23711,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2388,12
1,2,002,0,1,21,0,1,0,0,0,0,40,0.2,0.02,59915,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2389,12
1,2,002,1,1,16,1,3,0,0,0,0,40,0.2,0.02,24303,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2390,12
1,2,002,1,1,16,1,1,0,0,0,0,40,0.2,0.02,17792,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2391,12
1,2,002,1,1,20,1,2,0,0,0,0,40,0.2,0.02,62580,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2392,12
1,2,002,1,1,19,1,3,0,0,1,0,40,0.2,0.02,44792,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2393,12
1,2,002,0,1,20,1,3,0,0,0,0,40,0.2,0.02,-42637,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2394,12
1,2,002,0,1,22,1,3,0,0,0,0,40,0.2,0.02,42410,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2395,12
1,2,002,1,1,16,1,3,0,0,0,0,40,0.2,0.02,33558,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2396,12
1,2,002,1,0,19,1,3,1,0,0,0,40,0.2,0.02,26347,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2397,12
1,2,002,1,1,21,0,3,0,0,0,0,40,0.2,0.02,6093,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2398,12
1,2,002,0,0,21,1,3,0,0,0,0,40,0.2,0.02,9526,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2399,12
1,2,002,0,1,22,1,1,0,0,0,0,40,0.2,0.02,28911,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2400,12
1,2,002,1,1,17,1,2,0,0,0,0,40,0.2,0.02,-7546,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2401,12
1,2,002,0,0,18,1,3,0,0,0,0,40,0.2,0.02,67062,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2402,12
1,2,002,1,0,15,1,2,0,0,0,0,40,0.2,0.02,11107,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2403,12
1,2,002,1,0,18,1,2,0,0,0,0,40,0.2,0.02,24440,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2404,12
1,2,002,1,1,17,1,3,0,0,0,0,40,0.2,0.02,74751,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2405,12
1,2,002,1,1,17,1,3,0,0,0,0,40,0.2,0.02,79243,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2406,12
1,2,002,1,1,22,1,3,0,0,0,0,40,0.2,0.02,82741,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2407,12
1,2,002,1,1,23,1,3,0,0,0,0,40,0.2,0.02,110,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2408,12
1,2,002,1,1,23,1,2,0,0,0,0,40,0.2,0.02,44091,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2409,12
1,2,002,1,1,17,1,2,0,0,0,1,40,0.2,0.02,21571,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2410,12
1,2,002,1,1,19,1,3,0,0,0,0,40,0.2,0.02,71045,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2411,12
1,2,002,0,1,23,1,3,0,0,0,0,40,0.2,0.02,88074,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2412,12
1,2,002,1,1,21,0,2,0,0,0,0,40,0.2,0.02,60452,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2413,12
1,2,002,1,1,20,1,2,0,0,0,0,40,0.2,0.02,16480,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,0,362,2414,12
1,2,002,0,0,16,1,1,0,0,0,0,40,0.2,0.02,68627,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2415,12
1,2,002,0,0,21,1,2,0,0,0,0,40,0.2,0.02,14040,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2416,12
1,2,002,1,1,18,1,2,0,0,0,0,40,0.2,0.02,99929,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2417,12
1,2,002,1,1,18,1,1,0,0,0,0,40,0.2,0.02,40409,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2418,12
1,2,002,1,1,22,0,3,0,0,0,0,40,0.2,0.02,57111,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2419,12
1,2,002,1,1,17,0,2,0,0,0,0,40,0.2,0.02,50629,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2420,12
1,2,002,1,1,17,1,3,0,0,0,0,40,0.2,0.02,60368,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2421,12
1,2,002,1,1,15,1,2,0,0,0,0,40,0.2,0.02,-2609,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2422,12
1,2,002,1,1,20,1,3,0,0,0,0,40,0.2,0.02,-4267,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2423,12
1,2,002,1,1,18,1,3,0,0,0,0,40,0.2,0.02,38355,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2424,12
1,2,002,1,0,24,1,2,0,0,0,0,40,0.2,0.02,14790,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2425,12
1,2,002,1,1,23,0,2,0,0,0,0,40,0.2,0.02,14323,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2426,12
1,2,002,1,1,15,1,2,0,0,0,0,40,0.2,0.02,26430,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2427,12
1,2,002,1,1,18,1,3,0,0,0,0,40,0.2,0.02,71318,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2428,12
1,2,002,1,1,15,1,3,0,0,0,0,40,0.2,0.02,44056,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2429,12
1,2,002,1,1,19,1,2,0,0,0,0,40,0.2,0.02,-25913,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2430,12
1,2,002,1,1,21,1,2,0,0,0,0,40,0.2,0.02,49701,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2431,12
1,2,002,0,0,17,0,1,0,0,0,0,40,0.2,0.02,47813,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2432,12
1,2,002,1,1,19,1,2,0,0,1,0,40,0.2,0.02,65382,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2433,12
1,2,002,0,0,20,1,2,0,0,0,0,40,0.2,0.02,-13339,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2434,12
1,2,002,1,0,16,0,2,0,0,0,0,40,0.2,0.02,46509,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2435,12
1,2,002,0,1,19,1,3,0,0,0,0,40,0.2,0.02,41851,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2436,12
1,2,002,1,1,18,0,1,0,0,0,0,40,0.2,0.02,29331,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2437,12
1,2,002,1,1,18,1,0,0,0,0,0,40,0.2,0.02,8464,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2438,12
1,2,002,0,1,19,1,2,0,0,0,0,40,0.2,0.02,40946,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2439,12
1,2,002,1,1,17,1,2,0,0,0,0,40,0.2,0.02,99252,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2440,12
1,2,002,0,1,21,1,3,0,0,0,0,40,0.2,0.02,29129,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2441,12
1,2,002,1,1,19,1,2,0,0,0,0,40,0.2,0.02,44663,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2442,12
1,2,002,1,1,18,1,3,0,0,0,0,40,0.2,0.02,23581,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2443,12
1,2,002,1,1,22,1,2,0,0,0,0,40,0.2,0.02,61196,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2444,12
1,2,002,1,1,20,0,0,0,0,0,0,40,0.2,0.02,-2838,0.2,0.17,0.03,0.03,0.02,0.2,1.5,0.6,0.6,0.8,1.8,0.3,,,2445,12
1,2,003,0,1,22,1,0,0,0,0,0,25,0.01,0.15,13730,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2446,12
1,2,003,1,1,18,1,1,0,0,0,0,25,0.01,0.15,25199,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2447,12
1,2,003,1,1,15,1,0,0,0,0,0,25,0.01,0.15,28430,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2448,12
1,2,003,1,1,24,1,1,0,0,0,0,25,0.01,0.15,71,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2449,12
1,2,003,1,1,21,0,1,0,0,0,0,25,0.01,0.15,4754,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2450,12
1,2,003,1,1,17,0,2,0,0,0,0,25,0.01,0.15,91181,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2451,12
1,2,003,0,1,17,1,1,0,0,0,0,25,0.01,0.15,94599,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2452,12
1,2,003,1,1,23,1,3,0,0,0,0,25,0.01,0.15,60717,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2453,12
1,2,003,1,1,17,1,2,0,0,0,1,25,0.01,0.15,79652,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2454,12
1,2,003,1,1,22,0,2,0,0,0,0,25,0.01,0.15,82883,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2455,12
1,2,003,1,1,21,1,1,0,0,0,0,25,0.01,0.15,25811,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2456,12
1,2,003,1,1,16,0,3,0,0,0,0,25,0.01,0.15,-3722,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2457,12
1,2,003,1,0,16,1,2,0,0,0,0,25,0.01,0.15,9688,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2458,12
1,2,003,1,1,22,1,1,0,0,0,0,25,0.01,0.15,69756,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2459,12
1,2,003,1,0,17,1,1,0,0,0,0,25,0.01,0.15,41377,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2460,12
1,2,003,1,1,21,0,2,0,0,0,0,25,0.01,0.15,36257,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2461,12
1,2,003,1,1,20,0,2,0,0,0,0,25,0.01,0.15,78853,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2462,12
1,2,003,1,1,19,1,2,0,0,0,0,25,0.01,0.15,89948,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2463,12
1,2,003,1,1,23,1,1,0,0,0,0,25,0.01,0.15,23363,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2464,12
1,2,003,0,0,18,1,1,0,0,0,0,25,0.01,0.15,-6334,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2465,12
1,2,003,1,1,21,1,1,0,0,0,0,25,0.01,0.15,22671,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2466,12
1,2,003,1,0,15,1,3,0,0,0,0,25,0.01,0.15,19835,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2467,12
1,2,003,1,1,20,0,3,0,0,0,0,25,0.01,0.15,109417,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2468,12
1,2,003,1,0,15,1,3,0,0,0,0,25,0.01,0.15,23309,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2469,12
1,2,003,1,1,20,1,2,0,0,0,0,25,0.01,0.15,48821,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2470,12
1,2,003,0,1,21,1,1,0,0,0,0,25,0.01,0.15,63764,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2471,12
1,2,003,1,1,16,1,3,0,0,0,0,25,0.01,0.15,20677,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2472,12
1,2,003,1,1,24,1,1,0,0,0,0,25,0.01,0.15,32709,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2473,12
1,2,003,1,1,16,1,2,0,0,0,0,25,0.01,0.15,60523,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2474,12
1,2,003,1,0,21,1,2,0,0,0,0,25,0.01,0.15,57368,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2475,12
1,2,003,1,1,24,1,2,0,0,1,0,25,0.01,0.15,3107,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2476,12
1,2,003,1,1,15,1,2,0,0,0,0,25,0.01,0.15,42794,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2477,12
1,2,003,1,1,23,1,3,0,0,0,0,25,0.01,0.15,-7372,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2478,12
1,2,003,1,1,21,1,3,0,0,0,0,25,0.01,0.15,58949,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2479,12
1,2,003,1,0,18,1,2,0,0,0,0,25,0.01,0.15,16667,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2480,12
1,2,003,1,1,15,0,1,0,0,0,0,25,0.01,0.15,16985,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2481,12
1,2,003,1,1,23,1,3,0,0,0,0,25,0.01,0.15,23424,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,2482,12
